Participants,Trial,Grammar,Block,Response,RT,Accuracy
58,73,1,5,x,114,1
58,74,1,5,x,362,1
58,75,0,5,n,405,1
58,76,1,5,x,94,1
58,77,0,5,n,424,1
58,78,1,5,x,77,1
58,79,1,5,x,415,1
58,80,0,5,x,225,0
58,81,1,5,x,289,1
58,82,1,5,x,395,1
58,83,0,5,n,284,1
58,84,1,5,x,29,1
58,85,0,5,n,488,1
58,86,1,5,x,121,1
58,87,1,5,x,451,1
58,88,0,5,n,441,1
58,89,1,5,x,149,1
58,90,1,5,x,382,1
58,91,0,5,n,331,1
58,92,1,5,x,109,1
58,93,0,5,n,509,1
58,94,1,5,x,338,1
58,95,1,5,x,318,1
58,96,0,5,n,518,1
58,97,1,5,x,260,1
58,98,0,5,n,349,1
58,99,1,5,x,153,1
58,100,1,5,x,555,1
58,101,0,5,n,526,1
58,102,1,5,x,52,1
58,103,1,5,x,671,1
58,104,0,5,n,388,1
58,105,1,5,x,66,1
58,106,0,5,n,475,1
58,107,1,5,x,409,1
58,108,1,5,x,419,1
58,109,0,5,n,316,1
58,110,1,5,x,70,1
58,111,0,5,n,410,1
58,112,1,5,x,117,1
58,113,1,5,x,330,1
58,114,0,5,n,337,1
58,115,1,5,x,214,1
58,116,1,5,x,556,1
58,117,0,5,n,248,1
58,118,1,5,x,271,1
58,119,0,5,n,379,1
58,120,1,5,x,84,1
58,121,1,5,x,379,1
58,122,0,5,n,269,1
58,123,1,5,x,119,1
58,124,1,5,x,322,1
58,125,0,5,n,267,1
58,126,1,5,x,97,1
58,127,0,5,n,439,1
58,128,1,5,x,74,1
58,129,1,5,x,386,1
58,130,0,5,n,279,1
58,131,1,5,x,94,1
58,132,0,5,n,365,1
58,133,1,5,x,103,1
58,134,1,5,x,358,1
58,135,0,5,x,446,0
58,136,1,5,x,257,1
58,137,1,5,x,402,1
58,138,0,5,n,286,1
58,139,1,5,x,88,1
58,140,0,5,x,351,0
58,141,1,5,x,514,1
58,142,1,5,x,443,1
58,143,0,5,n,316,1
58,144,1,5,x,102,1
58,145,0,5,n,598,1
58,146,1,5,x,78,1
58,147,1,5,x,359,1
58,148,0,5,n,420,1
58,149,1,5,x,42,1
58,150,1,5,x,356,1
58,151,0,5,n,415,1
58,152,1,5,x,30,1
58,153,0,5,n,541,1
58,154,1,5,x,39,1
58,155,1,5,x,481,1
58,156,0,5,n,423,1
58,157,1,5,x,122,1
58,158,1,5,x,473,1
58,159,0,5,n,391,1
58,160,1,5,x,277,1
58,161,0,5,n,399,1
58,162,1,5,x,251,1
58,163,1,5,x,496,1
58,164,0,5,n,286,1
58,165,1,5,x,277,1
58,166,0,5,n,518,1
58,167,1,5,x,166,1
58,168,1,5,x,693,1
58,169,0,5,n,374,1
58,170,1,5,x,58,1
58,171,1,5,x,461,1
58,172,0,5,n,421,1
58,173,1,5,x,171,1
58,174,0,5,n,496,1
58,175,1,5,x,134,1
58,176,1,5,x,455,1
58,177,0,5,n,271,1
58,178,1,5,x,302,1
58,179,1,5,x,474,1
58,180,0,5,n,252,1
58,181,1,5,x,106,1
58,182,0,5,n,453,1
58,183,1,5,x,64,1
58,184,1,5,x,325,1
58,185,0,5,n,292,1
58,186,1,5,x,72,1
58,187,0,5,x,532,0
58,188,1,5,x,292,1
58,189,1,5,x,366,1
58,190,0,5,n,238,1
58,191,1,5,x,126,1
58,192,1,5,x,472,1
58,193,0,5,n,331,1
58,194,1,5,x,155,1
58,195,0,5,x,353,0
58,196,1,5,x,288,1
58,197,1,5,x,474,1
58,198,0,5,n,346,1
58,199,1,5,x,60,1
58,200,0,5,n,350,1
58,201,1,5,x,91,1
58,202,1,5,x,353,1
58,203,0,5,n,323,1
58,204,1,5,x,33,1
58,205,1,5,x,294,1
58,206,0,5,n,433,1
58,207,1,5,x,37,1
58,208,0,5,n,601,1
58,209,1,5,x,40,1
58,210,1,5,x,335,1
58,211,0,5,n,327,1
58,212,1,5,x,64,1
58,213,1,5,x,431,1
58,214,0,5,n,248,1
58,215,1,5,x,151,1
58,216,0,5,x,281,0
58,217,1,5,x,172,1
58,218,1,5,x,406,1
58,219,0,5,n,494,1
58,220,1,5,x,260,1
58,221,0,5,n,467,1
58,222,1,5,x,67,1
58,223,1,5,x,472,1
58,224,0,5,n,349,1
58,225,1,5,x,38,1
58,226,1,5,x,398,1
58,227,0,5,n,428,1
58,228,1,5,x,443,1
58,229,0,5,n,344,1
58,230,1,5,x,512,1
58,231,1,5,x,434,1
58,232,0,5,n,418,1
58,233,1,5,x,390,1
59,1,0,1,timeout,1201,timeout
59,2,1,1,timeout,1199,timeout
59,3,1,1,x,700,1
59,4,0,1,n,510,1
59,5,1,1,x,580,1
59,6,1,1,x,419,1
59,7,0,1,n,342,1
59,8,1,1,x,374,1
59,9,0,1,n,327,1
59,10,1,1,x,316,1
59,11,1,1,x,382,1
59,12,0,1,n,439,1
59,13,1,1,x,424,1
59,14,1,1,x,335,1
59,15,0,1,x,390,0
59,16,1,1,x,705,1
59,17,0,1,n,320,1
59,18,1,1,x,599,1
59,19,1,1,x,422,1
59,20,0,1,n,457,1
59,21,1,1,x,440,1
59,22,0,1,n,466,1
59,23,1,1,x,465,1
59,24,1,1,x,410,1
59,25,0,1,n,413,1
59,26,1,1,x,402,1
59,27,1,1,x,381,1
59,28,0,1,n,393,1
59,29,1,1,x,497,1
59,30,0,1,n,421,1
59,31,1,1,x,475,1
59,32,1,1,n,309,0
59,33,0,1,n,540,1
59,34,1,1,x,477,1
59,35,1,1,x,411,1
59,36,0,1,n,461,1
59,37,1,1,x,368,1
59,38,0,1,n,436,1
59,39,1,1,x,409,1
59,40,1,1,x,678,1
59,41,0,1,n,426,1
59,42,1,1,x,311,1
59,43,0,1,n,431,1
59,44,1,1,x,465,1
59,45,1,1,x,554,1
59,46,0,1,n,546,1
59,47,1,1,x,618,1
59,48,1,1,x,557,1
59,49,0,1,n,365,1
59,50,1,1,x,612,1
59,51,0,1,n,513,1
59,52,1,1,x,645,1
59,53,1,1,n,310,0
59,54,0,1,n,435,1
59,55,1,1,x,400,1
59,56,0,1,n,436,1
59,57,1,1,x,559,1
59,58,1,1,x,602,1
59,59,0,1,n,487,1
59,60,1,1,x,615,1
59,61,1,1,x,951,1
59,62,0,1,n,796,1
59,63,1,1,x,656,1
59,64,0,1,n,712,1
59,65,1,1,x,723,1
59,66,1,1,x,534,1
59,67,0,1,n,532,1
59,68,1,1,x,411,1
59,69,1,1,x,440,1
59,70,0,1,n,544,1
59,71,1,1,x,428,1
59,72,0,1,n,503,1
59,73,1,1,x,476,1
59,74,1,1,x,594,1
59,75,0,1,n,447,1
59,76,1,1,x,446,1
59,77,0,1,n,397,1
59,78,1,1,x,347,1
59,79,1,1,n,432,0
59,80,0,1,n,348,1
59,81,1,1,x,427,1
59,82,1,1,x,445,1
59,83,0,1,n,429,1
59,84,1,1,x,343,1
59,85,0,1,n,676,1
59,86,1,1,x,502,1
59,87,1,1,x,344,1
59,88,0,1,n,403,1
59,89,1,1,x,532,1
59,90,1,1,x,698,1
59,91,0,1,n,526,1
59,92,1,1,x,409,1
59,93,0,1,n,308,1
59,94,1,1,x,359,1
59,95,1,1,x,409,1
59,96,0,1,n,458,1
59,97,1,1,x,300,1
59,98,0,1,n,395,1
59,99,1,1,x,345,1
59,100,1,1,x,315,1
59,101,0,1,n,417,1
59,102,1,1,x,313,1
59,103,1,1,x,300,1
59,104,0,1,n,418,1
59,105,1,1,x,290,1
59,106,0,1,n,291,1
59,107,1,1,x,319,1
59,108,1,1,n,305,0
59,109,0,1,n,372,1
59,110,1,1,x,394,1
59,111,0,1,n,422,1
59,112,1,1,x,269,1
59,113,1,1,n,269,0
59,114,0,1,n,419,1
59,115,1,1,x,388,1
59,116,1,1,x,316,1
59,117,0,1,n,304,1
59,118,1,1,x,315,1
59,119,0,1,n,323,1
59,120,1,1,x,359,1
59,121,1,1,x,379,1
59,122,0,1,n,413,1
59,123,1,1,x,347,1
59,124,1,1,x,317,1
59,125,0,1,n,370,1
59,126,1,1,x,395,1
59,127,0,1,n,392,1
59,128,1,1,x,421,1
59,129,1,1,x,476,1
59,130,0,1,n,393,1
59,131,1,1,x,309,1
59,132,0,1,n,521,1
59,133,1,1,x,280,1
59,134,1,1,n,411,0
59,135,0,1,n,323,1
59,136,1,1,x,476,1
59,137,1,1,x,434,1
59,138,0,1,n,319,1
59,139,1,1,x,469,1
59,140,0,1,n,480,1
59,141,1,1,x,431,1
59,142,1,1,x,493,1
59,143,0,1,n,530,1
59,144,1,1,x,367,1
59,145,0,1,n,681,1
59,146,1,1,x,405,1
59,147,1,1,x,544,1
59,148,0,1,n,353,1
59,149,1,1,x,441,1
59,150,1,1,x,528,1
59,151,0,1,n,479,1
59,152,1,1,x,459,1
59,153,0,1,n,422,1
59,154,1,1,x,494,1
59,155,1,1,x,476,1
59,156,0,1,n,474,1
59,157,1,1,x,544,1
59,158,1,1,x,378,1
59,159,0,1,n,499,1
59,160,1,1,x,467,1
59,161,0,1,n,493,1
59,162,1,1,x,501,1
59,163,1,1,x,453,1
59,164,0,1,n,943,1
59,165,1,1,x,524,1
59,166,0,1,n,334,1
59,167,1,1,x,373,1
59,168,1,1,x,360,1
59,169,0,1,n,488,1
59,170,1,1,x,523,1
59,171,1,1,x,371,1
59,172,0,1,n,390,1
59,173,1,1,x,326,1
59,174,0,1,n,477,1
59,175,1,1,x,410,1
59,176,1,1,x,671,1
59,177,0,1,n,399,1
59,178,1,1,x,347,1
59,179,1,1,x,318,1
59,180,0,1,n,312,1
59,181,1,1,x,376,1
59,182,0,1,n,530,1
59,183,1,1,x,456,1
59,184,1,1,x,419,1
59,185,0,1,n,371,1
59,186,1,1,x,460,1
59,187,0,1,n,408,1
59,188,1,1,x,381,1
59,189,1,1,x,418,1
59,190,0,1,n,455,1
59,191,1,1,x,388,1
59,192,1,1,x,331,1
59,193,0,1,n,406,1
59,194,1,1,x,439,1
59,195,0,1,n,456,1
59,196,1,1,x,348,1
59,197,1,1,x,379,1
59,198,0,1,n,301,1
59,199,1,1,x,301,1
59,200,0,1,n,400,1
59,201,1,1,x,500,1
59,202,1,1,x,431,1
59,203,0,1,n,299,1
59,204,1,1,x,289,1
59,205,1,1,x,310,1
59,206,0,1,n,386,1
59,207,1,1,x,295,1
59,208,0,1,n,431,1
59,209,1,1,x,360,1
59,210,1,1,x,335,1
59,211,0,1,n,515,1
59,212,1,1,x,706,1
59,213,1,1,x,786,1
59,214,0,1,n,393,1
59,215,1,1,x,342,1
59,216,0,1,n,367,1
59,217,1,1,x,281,1
59,218,1,1,x,440,1
59,219,0,1,n,410,1
59,220,1,1,x,500,1
59,221,0,1,n,438,1
59,222,1,1,x,441,1
59,223,1,1,x,407,1
59,224,0,1,n,405,1
59,225,1,1,x,354,1
59,226,1,1,x,330,1
59,227,0,1,n,326,1
59,228,1,1,x,294,1
59,229,0,1,n,501,1
59,230,1,1,x,308,1
59,231,1,1,x,361,1
59,232,0,1,n,401,1
59,233,1,1,x,409,1
59,1,0,2,timeout,1200,timeout
59,2,1,2,x,506,1
59,3,1,2,x,573,1
59,4,0,2,n,332,1
59,5,1,2,x,276,1
59,6,1,2,x,603,1
59,7,0,2,n,473,1
59,8,1,2,x,462,1
59,9,0,2,n,650,1
59,10,1,2,x,416,1
59,11,1,2,x,374,1
59,12,0,2,n,507,1
59,13,1,2,x,304,1
59,14,1,2,x,266,1
59,15,0,2,n,369,1
59,16,1,2,x,311,1
59,17,0,2,n,855,1
59,18,1,2,x,716,1
59,19,1,2,x,821,1
59,20,0,2,n,380,1
59,21,1,2,x,311,1
59,22,0,2,n,1036,1
59,23,1,2,x,336,1
59,24,1,2,x,420,1
59,25,0,2,n,349,1
59,26,1,2,x,296,1
59,27,1,2,x,323,1
59,28,0,2,n,311,1
59,29,1,2,x,241,1
59,30,0,2,x,182,0
59,31,1,2,x,925,1
59,32,1,2,x,431,1
59,33,0,2,n,503,1
59,34,1,2,x,294,1
59,35,1,2,x,323,1
59,36,0,2,n,420,1
59,37,1,2,x,282,1
59,38,0,2,n,448,1
59,39,1,2,x,240,1
59,40,1,2,x,402,1
59,41,0,2,n,404,1
59,42,1,2,x,276,1
59,43,0,2,n,517,1
59,44,1,2,x,551,1
59,45,1,2,x,436,1
59,46,0,2,n,458,1
59,47,1,2,x,340,1
59,48,1,2,x,415,1
59,49,0,2,n,387,1
59,50,1,2,x,364,1
59,51,0,2,n,602,1
59,52,1,2,x,335,1
59,53,1,2,x,255,1
59,54,0,2,n,463,1
59,55,1,2,x,244,1
59,56,0,2,n,478,1
59,57,1,2,x,247,1
59,58,1,2,x,719,1
59,59,0,2,n,326,1
59,60,1,2,x,268,1
59,61,1,2,x,446,1
59,62,0,2,n,431,1
59,63,1,2,x,294,1
59,64,0,2,n,395,1
59,65,1,2,x,171,1
59,66,1,2,x,520,1
59,67,0,2,n,323,1
59,68,1,2,x,305,1
59,69,1,2,x,402,1
59,70,0,2,n,347,1
59,71,1,2,x,310,1
59,72,0,2,n,388,1
59,73,1,2,x,284,1
59,74,1,2,x,544,1
59,75,0,2,n,436,1
59,76,1,2,x,221,1
59,77,0,2,n,593,1
59,78,1,2,x,386,1
59,79,1,2,x,365,1
59,80,0,2,n,449,1
59,81,1,2,x,463,1
59,82,1,2,x,539,1
59,83,0,2,n,418,1
59,84,1,2,x,375,1
59,85,0,2,n,683,1
59,86,1,2,x,258,1
59,87,1,2,x,494,1
59,88,0,2,n,331,1
59,89,1,2,x,333,1
59,90,1,2,x,524,1
59,91,0,2,n,305,1
59,92,1,2,x,302,1
59,93,0,2,n,323,1
59,94,1,2,x,282,1
59,95,1,2,x,326,1
59,96,0,2,n,299,1
59,97,1,2,x,290,1
59,98,0,2,n,440,1
59,99,1,2,x,317,1
59,100,1,2,x,448,1
59,101,0,2,n,426,1
59,102,1,2,x,340,1
59,103,1,2,x,362,1
59,104,0,2,n,412,1
59,105,1,2,x,323,1
59,106,0,2,n,431,1
59,107,1,2,x,333,1
59,108,1,2,x,451,1
59,109,0,2,n,424,1
59,110,1,2,x,299,1
59,111,0,2,n,721,1
59,112,1,2,x,340,1
59,113,1,2,x,452,1
59,114,0,2,n,496,1
59,115,1,2,x,442,1
59,116,1,2,x,409,1
59,117,0,2,n,482,1
59,118,1,2,x,253,1
59,119,0,2,n,545,1
59,120,1,2,x,281,1
59,121,1,2,x,318,1
59,122,0,2,n,445,1
59,123,1,2,x,277,1
59,124,1,2,x,357,1
59,125,0,2,n,391,1
59,126,1,2,x,291,1
59,127,0,2,timeout,1204,timeout
59,128,1,2,x,378,1
59,129,1,2,x,356,1
59,130,0,2,n,411,1
59,131,1,2,x,303,1
59,132,0,2,n,466,1
59,133,1,2,x,373,1
59,134,1,2,x,352,1
59,135,0,2,n,397,1
59,136,1,2,x,266,1
59,137,1,2,x,354,1
59,138,0,2,n,351,1
59,139,1,2,x,327,1
59,140,0,2,n,441,1
59,141,1,2,x,305,1
59,142,1,2,x,277,1
59,143,0,2,n,437,1
59,144,1,2,x,378,1
59,145,0,2,n,420,1
59,146,1,2,x,314,1
59,147,1,2,x,352,1
59,148,0,2,n,473,1
59,149,1,2,x,348,1
59,150,1,2,x,355,1
59,151,0,2,n,429,1
59,152,1,2,x,304,1
59,153,0,2,n,527,1
59,154,1,2,x,327,1
59,155,1,2,x,511,1
59,156,0,2,n,371,1
59,157,1,2,x,398,1
59,158,1,2,x,385,1
59,159,0,2,n,420,1
59,160,1,2,x,403,1
59,161,0,2,x,238,0
59,162,1,2,x,431,1
59,163,1,2,x,365,1
59,164,0,2,n,358,1
59,165,1,2,x,261,1
59,166,0,2,x,276,0
59,167,1,2,x,437,1
59,168,1,2,x,404,1
59,169,0,2,n,285,1
59,170,1,2,x,304,1
59,171,1,2,x,309,1
59,172,0,2,n,354,1
59,173,1,2,x,319,1
59,174,0,2,n,387,1
59,175,1,2,x,305,1
59,176,1,2,x,445,1
59,177,0,2,n,442,1
59,178,1,2,x,365,1
59,179,1,2,x,443,1
59,180,0,2,n,358,1
59,181,1,2,x,492,1
59,182,0,2,n,478,1
59,183,1,2,x,421,1
59,184,1,2,x,598,1
59,185,0,2,n,512,1
59,186,1,2,x,294,1
59,187,0,2,n,375,1
59,188,1,2,x,236,1
59,189,1,2,x,504,1
59,190,0,2,n,472,1
59,191,1,2,x,402,1
59,192,1,2,x,480,1
59,193,0,2,n,482,1
59,194,1,2,x,511,1
59,195,0,2,n,387,1
59,196,1,2,x,375,1
59,197,1,2,x,509,1
59,198,0,2,n,377,1
59,199,1,2,x,601,1
59,200,0,2,n,312,1
59,201,1,2,x,354,1
59,202,1,2,n,341,0
59,203,0,2,n,393,1
59,204,1,2,x,378,1
59,205,1,2,x,371,1
59,206,0,2,n,484,1
59,207,1,2,x,413,1
59,208,0,2,n,677,1
59,209,1,2,x,475,1
59,210,1,2,x,366,1
59,211,0,2,n,446,1
59,212,1,2,x,799,1
59,213,1,2,n,437,0
59,214,0,2,n,334,1
59,215,1,2,x,433,1
59,216,0,2,n,409,1
59,217,1,2,x,412,1
59,218,1,2,x,480,1
59,219,0,2,n,401,1
59,220,1,2,x,328,1
59,221,0,2,n,479,1
59,222,1,2,x,472,1
59,223,1,2,x,382,1
59,224,0,2,n,490,1
59,225,1,2,x,329,1
59,226,1,2,x,389,1
59,227,0,2,n,459,1
59,228,1,2,x,358,1
59,229,0,2,n,519,1
59,230,1,2,x,400,1
59,231,1,2,x,449,1
59,232,0,2,n,393,1
59,233,1,2,x,425,1
59,1,0,3,timeout,1200,timeout
59,2,1,3,x,364,1
59,3,1,3,x,887,1
59,4,0,3,n,371,1
59,5,1,3,x,354,1
59,6,1,3,x,299,1
59,7,0,3,n,417,1
59,8,1,3,x,284,1
59,9,0,3,n,957,1
59,10,1,3,x,301,1
59,11,1,3,x,297,1
59,12,0,3,n,285,1
59,13,1,3,x,259,1
59,14,1,3,x,240,1
59,15,0,3,n,290,1
59,16,1,3,x,271,1
59,17,0,3,n,400,1
59,18,1,3,x,215,1
59,19,1,3,x,368,1
59,20,0,3,n,289,1
59,21,1,3,x,419,1
59,22,0,3,n,389,1
59,23,1,3,x,597,1
59,24,1,3,n,343,0
59,25,0,3,n,715,1
59,26,1,3,x,377,1
59,27,1,3,x,368,1
59,28,0,3,n,391,1
59,29,1,3,x,611,1
59,30,0,3,n,531,1
59,31,1,3,x,266,1
59,32,1,3,x,356,1
59,33,0,3,n,417,1
59,34,1,3,x,303,1
59,35,1,3,x,385,1
59,36,0,3,n,324,1
59,37,1,3,x,304,1
59,38,0,3,n,413,1
59,39,1,3,x,376,1
59,40,1,3,x,334,1
59,41,0,3,n,369,1
59,42,1,3,x,363,1
59,43,0,3,n,477,1
59,44,1,3,x,476,1
59,45,1,3,x,331,1
59,46,0,3,n,396,1
59,47,1,3,x,145,1
59,48,1,3,x,361,1
59,49,0,3,n,399,1
59,50,1,3,x,290,1
59,51,0,3,n,356,1
59,52,1,3,x,549,1
59,53,1,3,n,335,0
59,54,0,3,n,392,1
59,55,1,3,x,280,1
59,56,0,3,n,360,1
59,57,1,3,x,475,1
59,58,1,3,n,314,0
59,59,0,3,n,376,1
59,60,1,3,x,576,1
59,61,1,3,x,405,1
59,62,0,3,n,512,1
59,63,1,3,x,310,1
59,64,0,3,n,325,1
59,65,1,3,x,280,1
59,66,1,3,x,364,1
59,67,0,3,n,476,1
59,68,1,3,x,257,1
59,69,1,3,x,306,1
59,70,0,3,n,589,1
59,71,1,3,x,274,1
59,72,0,3,n,471,1
59,73,1,3,x,306,1
59,74,1,3,x,550,1
59,75,0,3,n,378,1
59,76,1,3,x,302,1
59,77,0,3,n,397,1
59,78,1,3,x,265,1
59,79,1,3,x,331,1
59,80,0,3,n,548,1
59,81,1,3,x,273,1
59,82,1,3,x,373,1
59,83,0,3,n,294,1
59,84,1,3,x,261,1
59,85,0,3,n,451,1
59,86,1,3,x,187,1
59,87,1,3,x,393,1
59,88,0,3,n,240,1
59,89,1,3,x,266,1
59,90,1,3,x,340,1
59,91,0,3,n,278,1
59,92,1,3,x,196,1
59,93,0,3,n,392,1
59,94,1,3,x,290,1
59,95,1,3,x,472,1
59,96,0,3,n,351,1
59,97,1,3,x,351,1
59,98,0,3,n,290,1
59,99,1,3,x,342,1
59,100,1,3,x,463,1
59,101,0,3,n,327,1
59,102,1,3,x,264,1
59,103,1,3,x,299,1
59,104,0,3,n,372,1
59,105,1,3,x,248,1
59,106,0,3,n,447,1
59,107,1,3,x,279,1
59,108,1,3,x,306,1
59,109,0,3,n,390,1
59,110,1,3,x,213,1
59,111,0,3,n,426,1
59,112,1,3,x,289,1
59,113,1,3,x,333,1
59,114,0,3,n,332,1
59,115,1,3,x,346,1
59,116,1,3,x,411,1
59,117,0,3,n,391,1
59,118,1,3,x,355,1
59,119,0,3,n,436,1
59,120,1,3,x,259,1
59,121,1,3,x,349,1
59,122,0,3,n,380,1
59,123,1,3,x,297,1
59,124,1,3,x,332,1
59,125,0,3,n,435,1
59,126,1,3,x,686,1
59,127,0,3,n,619,1
59,128,1,3,x,524,1
59,129,1,3,x,404,1
59,130,0,3,n,566,1
59,131,1,3,x,396,1
59,132,0,3,n,562,1
59,133,1,3,x,276,1
59,134,1,3,x,306,1
59,135,0,3,x,789,0
59,136,1,3,x,496,1
59,137,1,3,x,350,1
59,138,0,3,n,383,1
59,139,1,3,x,428,1
59,140,0,3,n,314,1
59,141,1,3,x,314,1
59,142,1,3,x,489,1
59,143,0,3,n,428,1
59,144,1,3,x,471,1
59,145,0,3,n,431,1
59,146,1,3,x,325,1
59,147,1,3,n,304,0
59,148,0,3,n,347,1
59,149,1,3,x,330,1
59,150,1,3,x,310,1
59,151,0,3,n,389,1
59,152,1,3,x,299,1
59,153,0,3,n,460,1
59,154,1,3,x,313,1
59,155,1,3,x,413,1
59,156,0,3,n,460,1
59,157,1,3,x,501,1
59,158,1,3,x,323,1
59,159,0,3,n,461,1
59,160,1,3,x,313,1
59,161,0,3,n,547,1
59,162,1,3,x,332,1
59,163,1,3,x,363,1
59,164,0,3,n,534,1
59,165,1,3,x,356,1
59,166,0,3,n,430,1
59,167,1,3,x,319,1
59,168,1,3,x,420,1
59,169,0,3,n,405,1
59,170,1,3,x,276,1
59,171,1,3,x,301,1
59,172,0,3,n,454,1
59,173,1,3,x,263,1
59,174,0,3,x,270,0
59,175,1,3,x,270,1
59,176,1,3,x,325,1
59,177,0,3,n,350,1
59,178,1,3,x,245,1
59,179,1,3,x,307,1
59,180,0,3,n,372,1
59,181,1,3,x,310,1
59,182,0,3,n,435,1
59,183,1,3,x,304,1
59,184,1,3,x,446,1
59,185,0,3,n,391,1
59,186,1,3,x,277,1
59,187,0,3,n,405,1
59,188,1,3,x,277,1
59,189,1,3,x,382,1
59,190,0,3,n,400,1
59,191,1,3,x,311,1
59,192,1,3,x,384,1
59,193,0,3,n,392,1
59,194,1,3,x,330,1
59,195,0,3,n,382,1
59,196,1,3,x,358,1
59,197,1,3,x,497,1
59,198,0,3,n,398,1
59,199,1,3,x,353,1
59,200,0,3,n,407,1
59,201,1,3,x,338,1
59,202,1,3,x,386,1
59,203,0,3,n,476,1
59,204,1,3,x,364,1
59,205,1,3,x,486,1
59,206,0,3,n,512,1
59,207,1,3,x,469,1
59,208,0,3,n,400,1
59,209,1,3,x,352,1
59,210,1,3,x,211,1
59,211,0,3,n,403,1
59,212,1,3,x,286,1
59,213,1,3,x,330,1
59,214,0,3,n,461,1
59,215,1,3,x,272,1
59,216,0,3,n,474,1
59,217,1,3,x,350,1
59,218,1,3,x,393,1
59,219,0,3,n,464,1
59,220,1,3,x,267,1
59,221,0,3,n,394,1
59,222,1,3,x,313,1
59,223,1,3,x,470,1
59,224,0,3,n,491,1
59,225,1,3,x,565,1
59,226,1,3,x,448,1
59,227,0,3,n,460,1
59,228,1,3,x,436,1
59,229,0,3,n,335,1
59,230,1,3,x,308,1
59,231,1,3,x,359,1
59,232,0,3,n,435,1
59,233,1,3,x,278,1
59,1,0,4,n,720,1
59,2,1,4,x,418,1
59,3,1,4,n,338,0
59,4,0,4,n,383,1
59,5,1,4,x,397,1
59,6,1,4,x,366,1
59,7,0,4,n,369,1
59,8,1,4,x,237,1
59,9,0,4,n,222,1
59,10,1,4,x,129,1
59,11,1,4,n,257,0
59,12,0,4,n,323,1
59,13,1,4,x,282,1
59,14,1,4,x,313,1
59,15,0,4,n,388,1
59,16,1,4,x,194,1
59,17,0,4,n,450,1
59,18,1,4,x,162,1
59,19,1,4,x,447,1
59,20,0,4,n,380,1
59,21,1,4,x,263,1
59,22,0,4,n,503,1
59,23,1,4,x,250,1
59,24,1,4,x,347,1
59,25,0,4,n,392,1
59,26,1,4,x,324,1
59,27,1,4,x,416,1
59,28,0,4,n,362,1
59,29,1,4,x,289,1
59,30,0,4,n,379,1
59,31,1,4,x,302,1
59,32,1,4,x,391,1
59,33,0,4,n,488,1
59,34,1,4,x,295,1
59,35,1,4,x,383,1
59,36,0,4,n,414,1
59,37,1,4,x,336,1
59,38,0,4,n,438,1
59,39,1,4,x,429,1
59,40,1,4,x,419,1
59,41,0,4,n,489,1
59,42,1,4,x,344,1
59,43,0,4,n,585,1
59,44,1,4,x,306,1
59,45,1,4,x,380,1
59,46,0,4,n,419,1
59,47,1,4,x,232,1
59,48,1,4,x,261,1
59,49,0,4,n,326,1
59,50,1,4,x,242,1
59,51,0,4,n,407,1
59,52,1,4,x,169,1
59,53,1,4,x,408,1
59,54,0,4,n,327,1
59,55,1,4,x,236,1
59,56,0,4,n,417,1
59,57,1,4,x,224,1
59,58,1,4,x,439,1
59,59,0,4,n,401,1
59,60,1,4,x,210,1
59,61,1,4,x,438,1
59,62,0,4,n,434,1
59,63,1,4,x,309,1
59,64,0,4,n,254,1
59,65,1,4,x,242,1
59,66,1,4,n,282,0
59,67,0,4,n,273,1
59,68,1,4,x,352,1
59,69,1,4,x,306,1
59,70,0,4,n,430,1
59,71,1,4,x,248,1
59,72,0,4,n,668,1
59,73,1,4,x,205,1
59,74,1,4,x,302,1
59,75,0,4,n,419,1
59,76,1,4,x,309,1
59,77,0,4,n,388,1
59,78,1,4,x,288,1
59,79,1,4,x,326,1
59,80,0,4,n,418,1
59,81,1,4,x,299,1
59,82,1,4,x,527,1
59,83,0,4,n,381,1
59,84,1,4,x,292,1
59,85,0,4,n,420,1
59,86,1,4,x,151,1
59,87,1,4,x,278,1
59,88,0,4,n,362,1
59,89,1,4,x,217,1
59,90,1,4,x,188,1
59,91,0,4,n,401,1
59,92,1,4,x,110,1
59,93,0,4,n,723,1
59,94,1,4,x,280,1
59,95,1,4,x,347,1
59,96,0,4,n,360,1
59,97,1,4,x,125,1
59,98,0,4,n,432,1
59,99,1,4,x,255,1
59,100,1,4,x,340,1
59,101,0,4,n,392,1
59,102,1,4,x,158,1
59,103,1,4,x,317,1
59,104,0,4,n,381,1
59,105,1,4,x,243,1
59,106,0,4,n,467,1
59,107,1,4,x,185,1
59,108,1,4,x,436,1
59,109,0,4,n,599,1
59,110,1,4,x,306,1
59,111,0,4,n,401,1
59,112,1,4,x,506,1
59,113,1,4,x,408,1
59,114,0,4,n,603,1
59,115,1,4,x,311,1
59,116,1,4,x,298,1
59,117,0,4,n,528,1
59,118,1,4,x,172,1
59,119,0,4,n,448,1
59,120,1,4,x,374,1
59,121,1,4,x,506,1
59,122,0,4,n,385,1
59,123,1,4,x,419,1
59,124,1,4,x,438,1
59,125,0,4,n,435,1
59,126,1,4,x,302,1
59,127,0,4,n,497,1
59,128,1,4,x,356,1
59,129,1,4,x,417,1
59,130,0,4,n,435,1
59,131,1,4,x,125,1
59,132,0,4,n,603,1
59,133,1,4,x,222,1
59,134,1,4,x,422,1
59,135,0,4,n,355,1
59,136,1,4,x,266,1
